Java HotSpot(TM) 64-Bit Server VM (25.92-b14) for windows-amd64 JRE (1.8.0_92-b14), built on Mar 31 2016 21:03:04 by "java_re" with MS VC++ 10.0 (VS2010)
2018-03-19T12:11:30.255+0530: 20.771: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005219 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:30.529+0530: 21.046: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006277 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:30.811+0530: 21.328: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006562 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:31.100+0530: 21.616: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0004993 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:31.379+0530: 21.895: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005250 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:31.653+0530: 22.169: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005226 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:31.933+0530: 22.449: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006195 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:32.213+0530: 22.729: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005504 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:32.484+0530: 23.000: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005758 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:32.780+0530: 23.297: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005113 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:33.067+0530: 23.584: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005106 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:33.336+0530: 23.852: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005201 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:33.613+0530: 24.130: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006298 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:33.890+0530: 24.408: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005554 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:34.168+0530: 24.685: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005712 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:34.448+0530: 24.964: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:34.718+0530: 25.235: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005272 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:35.012+0530: 25.529: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005088 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:35.284+0530: 25.801: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005092 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:35.569+0530: 26.085: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005864 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:35.859+0530: 26.376: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005466 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:36.147+0530: 26.664: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:36.422+0530: 26.939: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:36.692+0530: 27.209: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:36.965+0530: 27.482: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005078 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:37.241+0530: 27.757: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0004986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:37.507+0530: 28.023: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:37.786+0530: 28.302: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006005 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:38.067+0530: 28.584: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0004908 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:38.345+0530: 28.862: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005265 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:38.625+0530: 29.141: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006234 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:38.915+0530: 29.432: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005194 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:39.192+0530: 29.709: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:39.470+0530: 29.986: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:39.745+0530: 30.262: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:40.024+0530: 30.540: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0004986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:40.306+0530: 30.823: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005124 secs] [Times: user=0.02 sys=0.03, real=0.00 secs] 
2018-03-19T12:11:40.584+0530: 31.100: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006174 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
